week_start,lcfs_cat,calendar_month,GHGE_weekly_mean,LU_weekly_mean,WU_weekly_mean,GHGE_perkg_weekly_mean,LU_perkg_weekly_mean,WU_perkg_weekly_mean,GHGE_weekly_rank,LU_weekly_rank,WU_weekly_rank,GHGE_annual_mean,GHGE_annual_min,GHGE_annual_max,GHGE_annual_share,GHGE_annual_rank,GHGE_pct_from_annual_mean,GHGE_perkg_annual_mean,GHGE_perkg_annual_min,GHGE_perkg_annual_max,GHGE_perkg_max_abs_dev,GHGE_perkg_annual_rank,GHGE_perkg_pct_from_annual_mean,LU_annual_mean,LU_annual_min,LU_annual_max,LU_annual_share,LU_annual_rank,LU_pct_from_annual_mean,LU_perkg_annual_mean,LU_perkg_annual_min,LU_perkg_annual_max,LU_perkg_max_abs_dev,LU_perkg_annual_rank,LU_perkg_pct_from_annual_mean,WU_annual_mean,WU_annual_min,WU_annual_max,WU_annual_share,WU_annual_rank,WU_pct_from_annual_mean,WU_perkg_annual_mean,WU_perkg_annual_min,WU_perkg_annual_max,WU_perkg_max_abs_dev,WU_perkg_annual_rank,WU_perkg_pct_from_annual_mean
2023-02-26,Fruit and vegetable juices,1,16727.187643,23771.698057,1747430.952843,6.020332,12.364624,311.823797,20,54,54,12124.381668,5775.022086,20679.839543,1.460257,57,37.963222,5.933569,4.756309,6.995169,1.17726,13,1.462242,31347.552183,9955.401329,66837.223571,1.480428,48,-24.167291,13.525134,11.296583,15.73836,2.228551,13,-8.580392,2018587.191824,699766.7949,3347758.366457,1.439909,63,-13.432971,305.275453,268.192728,329.314626,37.082725,14,2.145061
2023-02-26,"Jams, marmalades",1,15095.325571,17473.760371,2956227.201843,3.912621,7.591338,193.901615,23,62,8,13432.293506,6699.115314,23738.087886,1.617782,10,12.38085,3.592332,2.853064,4.519409,0.927077,61,8.915899,33233.04586,14684.406329,70665.128443,1.569473,24,-47.420527,7.78947,6.173949,9.631342,1.841872,60,-2.543585,2113249.208689,965385.011257,4127889.093543,1.507434,49,39.890136,186.026805,152.835668,221.8813,35.854495,61,4.233159
2023-02-26,Lamb,1,11251.188871,25423.926557,1525068.0787,5.274358,11.062406,263.411942,44,48,61,12760.763542,4409.7803,23125.3601,1.536903,32,-11.829815,4.964057,4.210669,5.688488,0.753388,32,6.250957,30853.914883,15290.866114,55324.8274,1.457116,53,-17.599025,11.260033,9.073565,12.669943,2.186468,31,-1.75512,2190855.344381,1149255.401914,5285251.548657,1.562792,19,-30.389376,258.902159,220.715985,282.47473,38.186174,34,1.741887
2023-02-26,Leaf and stem vegetables,1,27777.824229,26994.5563,1595218.236214,4.313161,10.572402,237.243647,1,47,59,12647.994155,4773.961514,27777.824229,1.523321,38,119.622368,4.765904,3.930591,5.457137,0.835313,37,-9.499617,35624.9784,6629.033643,66943.905129,1.682435,3,-24.225761,10.996627,9.638225,12.245358,1.358402,36,-3.857772,2123666.126385,949519.334886,3947809.854657,1.514865,45,-24.883756,249.537278,217.922684,283.90708,34.369802,37,-4.926571
2023-02-26,"Margarine, other vegetable fats and peanut butter",1,12159.872143,14924.519814,2857882.138186,4.754341,8.21049,239.038466,38,64,13,13697.405927,5799.031271,22225.124586,1.649712,3,-11.225,4.08785,3.198088,4.811492,0.889762,53,16.304196,30164.814799,11041.275143,59679.180286,1.424572,63,-50.523416,9.074547,7.39541,10.65781,1.679137,53,-9.521762,2158307.099041,1064698.643414,3886556.783443,1.539575,30,32.413137,210.441397,171.442049,240.152785,38.999348,55,13.589089
2023-02-26,Meat alternative,1,9498.650186,34821.271286,2012728.197,5.274697,11.942039,276.604834,59,33,44,12812.508789,5313.9668,21686.260914,1.543135,27,-25.864245,5.351013,4.450211,6.14911,0.900802,23,-1.426189,30949.496319,11771.492571,69172.765271,1.461629,51,12.509977,12.119057,9.970449,13.773758,2.148608,23,-1.460656,2195288.02479,1142104.442386,3953437.7067,1.565954,17,-8.315985,275.659884,218.480744,305.509329,57.17914,24,0.342796
2023-02-26,Milk,1,10299.760414,33278.265714,3027964.785586,4.963382,11.10344,266.698593,53,36,6,12102.572192,6702.091814,27300.0658,1.45763,58,-14.896104,5.147557,4.045388,6.110282,1.102169,27,-3.577913,30736.454966,14063.059614,71195.623443,1.451568,57,8.269694,11.403728,9.983054,13.641522,2.237794,29,-2.633244,2319186.367336,1233334.430686,4192049.711457,1.654334,4,30.561512,262.518534,209.299551,293.089713,53.218983,27,1.592291
2023-02-26,Mineral or spring waters,1,21034.897771,25020.747814,2581291.072186,2.908794,6.765548,164.551922,7,50,20,12750.468983,5485.835571,26220.402029,1.535663,33,64.973522,3.259459,2.429244,4.042311,0.830215,65,-10.758376,32049.03246,10614.355714,71998.754143,1.513556,39,-21.929787,7.26545,5.755378,8.447545,1.510072,65,-6.880543,2140463.688241,860464.406329,3668535.3234,1.526847,37,20.594948,170.723311,136.646834,207.635256,36.911945,65,-3.614849
2023-02-26,"Offal, pate etc",1,10625.686586,50258.878629,2217972.384486,7.387774,13.732512,303.296134,50,7,35,12356.793421,7873.611429,27068.0992,1.488249,48,-14.009353,6.277295,4.529194,7.387774,1.748101,9,17.690399,33419.639369,13501.292371,63222.143971,1.578285,22,50.387256,14.110909,11.106577,15.684172,3.004332,9,-2.681592,2107626.48989,855107.140357,4696093.3658,1.503423,50,5.235553,320.463812,262.644706,350.228465,57.819106,9,-5.357135
2023-02-26,Olive oil,1,10723.693457,43610.169171,1336261.249429,3.956536,11.343727,232.903635,48,13,64,12063.48413,4081.958571,21737.073771,1.452923,61,-11.106167,4.65441,3.823317,5.644823,0.990413,42,-14.993815,29855.724118,12942.835043,50420.142929,1.409975,65,46.069708,10.349177,9.069901,12.383356,2.034179,44,9.60994,2185847.448196,1222496.969514,3944844.640357,1.55922,22,-38.867589,237.709293,207.790871,266.297093,29.918422,44,-2.021653
2023-02-26,Other breads and cereals,1,10201.668529,34601.169214,2199541.789957,4.115605,9.703446,223.149995,54,34,36,12484.89947,6509.393971,22977.152386,1.503678,45,-18.28794,4.208277,3.54096,4.91967,0.711393,52,-2.202146,31919.229795,13359.1358,59362.205729,1.507426,41,8.402269,9.235092,7.028788,10.975095,2.206304,52,5.071462,2220006.404245,946420.856529,4338907.637814,1.583587,14,-0.921827,217.279931,196.017813,248.970356,31.690425,52,2.701613
2023-02-26,"Other fresh, chilled or frozen fruits",1,8512.966771,20159.537371,3498028.445729,5.56577,12.037607,306.498134,64,58,3,13651.28453,5845.289114,30050.103143,1.644157,5,-37.639811,5.545445,4.521374,6.185803,1.024071,20,0.366525,33832.589426,12122.530614,61583.358814,1.597787,15,-40.41385,12.811677,11.050237,14.597353,1.785676,19,-6.041907,2274478.414816,852977.005843,4505365.648814,1.622443,7,53.794752,290.382396,229.958128,315.230047,60.424268,19,5.549833
2023-02-26,"Other fresh, chilled, or frozen edible meat",1,13340.310043,35223.429957,1561505.833714,4.547276,7.051866,199.556791,31,30,60,11860.468658,4097.540757,21870.508371,1.428472,63,12.47709,3.822965,2.913675,4.854269,1.031304,58,18.946325,32562.096035,12821.2614,56781.375429,1.537787,31,8.173104,8.623282,6.864707,10.276913,1.758575,58,-18.222941,2150753.959556,931798.363314,4334799.015286,1.534187,32,-27.397282,203.624362,176.77621,233.764204,30.139842,58,-1.997585
2023-02-26,Other milk products,1,17649.632671,39249.799271,4331627.098486,5.114287,9.798784,245.571086,13,21,1,12542.81283,5753.471329,25427.558929,1.510653,44,40.715108,4.91171,4.285346,5.559313,0.647603,33,4.12436,32005.427578,10987.163629,63210.337429,1.511497,40,22.634822,10.795785,9.087585,12.819868,2.024083,37,-9.235095,2168072.317927,982389.2304,4331627.098486,1.546541,27,99.791633,248.236845,216.241454,273.296769,31.995391,38,-1.073877
2023-02-26,Other preserved or processed fish & seafood,1,19415.159014,35020.470771,2311445.499,4.901584,11.549607,269.999851,10,32,32,12704.294435,5526.380229,22128.502314,1.530102,35,52.823591,4.78954,3.974877,5.737336,0.947796,36,2.339343,30352.247536,11589.304629,68493.356729,1.433424,61,15.380157,11.012243,9.165751,12.375285,1.846492,35,4.879692,2161193.83648,1283335.743514,4423311.848157,1.541634,29,6.952253,254.541871,214.129196,282.472443,40.412675,35,6.072863
2023-02-26,Other preserved or processed meat,1,8559.845214,43399.547514,2266581.523143,4.884414,11.336627,248.080419,63,14,34,13362.707478,5936.897757,25449.055986,1.609401,12,-35.942284,5.07095,4.057929,5.853329,1.013021,30,-3.678528,33218.91865,11668.448314,65827.430557,1.568806,25,30.647081,11.36302,9.990334,12.943697,1.580677,30,-0.232272,2138242.34413,771035.009143,3768485.687043,1.525262,38,6.002088,259.396865,213.881871,298.042079,45.514994,33,-4.362599
2023-02-26,Other preserved or processed veg,1,18500.799657,31365.350914,1503097.5005,7.354405,17.528347,373.018535,11,40,62,12810.567997,4788.486743,24507.197986,1.542901,28,44.418262,7.521449,5.95249,8.773157,1.568959,1,-2.220905,32221.375636,12050.903414,61071.883871,1.521696,37,-2.656698,16.884239,15.053474,18.459224,1.830765,1,3.814848,2214846.148229,831331.523143,4385793.220571,1.579906,15,-32.135354,377.803742,340.101854,412.417135,37.701888,1,-1.266585
2023-02-26,Other sugar products,1,16866.073329,37800.103571,3254146.297329,5.574466,12.296848,303.293396,19,29,4,12740.574522,4107.792,25107.420871,1.534471,34,32.380791,5.903734,4.882086,6.626544,1.021648,14,-5.577282,37991.218288,11192.740457,61501.097714,1.794184,1,-0.50305,13.266135,11.816316,14.919309,1.653174,16,-7.306474,1994987.132246,841900.510443,3755730.945071,1.423075,64,63.116155,298.993688,250.006594,323.268882,48.987094,16,1.43806
2023-02-26,Pasta products,1,10113.164786,28498.2611,1616677.803629,4.482747,9.387822,262.783398,55,46,58,13062.535191,4807.061886,21755.9241,1.573248,18,-22.578851,4.643877,3.632477,5.474767,1.0114,43,-3.469725,31655.58561,10830.330714,53412.225843,1.494975,46,-9.973989,10.45537,8.768173,12.22584,1.77047,42,-10.210526,2365585.298012,1423734.407557,4383567.400557,1.687432,1,-31.658444,241.181122,203.952926,266.246884,37.228196,42,8.956869
2023-02-26,Pastry (savoury),1,12741.023471,17380.574371,2117015.605643,6.159003,14.458466,346.921009,35,63,39,12064.995478,5705.669757,24302.746371,1.453105,60,5.603218,6.574343,5.53504,7.380062,1.039303,6,-6.317588,33578.119511,16208.1176,58557.613314,1.58577,17,-48.238393,15.141779,12.884368,16.845417,2.257411,6,-4.512763,2222608.282437,1199622.362929,4904361.170557,1.585442,13,-4.750845,338.358144,274.982975,369.48099,63.375169,6,2.53071
2023-02-26,Pears,1,10967.542557,24929.950614,2857433.927286,5.521559,12.658438,321.920329,46,51,14,12972.366729,6378.589271,25254.616514,1.562388,21,-15.454575,5.983194,4.65577,7.466988,1.483794,11,-7.71553,32160.566141,12704.051186,81402.584543,1.518824,38,-22.482861,13.77112,11.963568,15.988643,2.217523,12,-8.07982,2166186.11306,1111651.6575,4224409.903629,1.545195,28,31.910823,310.739973,267.748254,339.212013,42.991719,11,3.597978
2023-02-26,Pork,1,21504.825657,47523.199271,2420049.725657,4.958459,10.558413,214.878373,6,8,24,11801.785742,6159.589171,24619.832286,1.421404,64,82.21671,4.556599,3.720045,5.327641,0.836554,46,8.819298,30980.285527,13476.187843,64639.649529,1.463084,50,53.398197,10.04041,8.318006,11.199857,1.722404,48,5.15918,2094624.999533,1043767.459971,3779661.308643,1.494149,55,15.536181,234.736813,187.335963,261.819489,47.40085,48,-8.459875
2023-02-26,Potatoes,1,9583.287814,38390.325114,1898101.712157,4.501179,11.126484,227.75793,57,26,50,12100.635728,6199.531086,20431.445857,1.457397,59,-20.803435,4.732042,4.006489,5.6661,0.934058,39,-4.878723,33931.661966,5984.526914,84647.089843,1.602466,11,13.140126,10.634545,8.939291,12.009392,1.695254,40,4.625857,2173640.669546,1050369.015129,3597921.884043,1.550513,24,-12.67638,242.206098,190.672828,263.629224,51.53327,41,-5.965237
2023-02-26,Poultry,1,17164.914386,50833.137214,2421796.003514,4.164883,8.798607,211.415985,18,6,23,13317.761696,4959.860671,23005.119,1.603988,14,28.887382,4.000333,2.957283,4.766856,1.04305,55,4.113416,34541.207198,14507.116686,60481.183586,1.631253,7,47.166649,8.834796,6.727825,10.103268,2.106971,57,-0.409618,2073687.867899,1080806.475743,3485946.399686,1.479214,58,16.786911,204.910993,173.836776,240.342463,35.43147,57,3.174545
2023-02-26,Preserved fruits and fruit based products,1,17542.612343,30106.396643,1928343.393714,5.295273,11.462907,268.82481,14,43,49,12623.344629,5699.792771,23786.987986,1.520352,39,38.969606,5.061302,3.776404,5.778207,1.284898,31,4.622742,33165.333733,15418.347114,51645.626657,1.566275,26,-9.223297,11.141928,9.55331,12.869286,1.727358,34,2.880821,2155241.491543,966878.064186,3764120.056843,1.537388,31,-10.527734,260.760195,234.573762,292.980195,32.22,31,3.092733
2023-02-26,Preserved milk,1,12050.277171,32634.452914,2955252.831914,6.09912,14.933993,348.518185,39,39,9,13150.978885,6323.624471,23055.706686,1.5839,17,-8.369732,6.884855,5.870581,7.943448,1.058593,3,-11.412515,31149.883358,12352.779857,54106.686543,1.471093,49,4.765891,15.811418,13.917928,17.149689,1.89349,3,-5.549314,2328175.608796,1118439.560429,4743814.993729,1.660746,3,26.934275,355.017126,292.386661,380.300278,62.630465,3,-1.830599
2023-02-26,Ready meals,1,9413.337757,22285.417743,1639205.037086,4.487561,11.019844,273.436591,60,55,57,12968.427512,4110.573086,29101.449157,1.561914,22,-27.413422,4.746389,3.834387,5.582551,0.912002,38,-5.453163,33996.279563,9277.683143,64904.820371,1.605518,10,-34.447481,10.658225,8.926511,12.644275,1.98605,39,3.392863,2113340.239257,1137122.0092,4518358.376871,1.507499,48,-22.435346,252.959437,213.138641,286.56614,39.820796,36,8.095034
2023-02-26,Rice,1,23578.768671,32803.014171,2169919.492943,4.452178,11.812101,268.309148,3,38,38,14584.358854,5438.711786,25274.469457,1.756536,1,61.671616,5.134848,3.970829,5.949433,1.164019,28,-13.294849,32959.80053,15446.9557,62337.967214,1.556569,29,-0.47569,11.4834,10.086841,12.904485,1.421085,27,2.862402,2105183.49478,1049505.368357,4598004.437329,1.50168,51,3.075076,261.200961,210.767293,282.512751,50.433668,30,2.721348
2023-02-26,"Root crops, non-starchy bulbs and mushrooms",1,9169.975414,40036.6162,2009038.312829,6.910145,15.84149,345.510278,61,19,45,13702.934301,4616.720771,24878.699571,1.650378,2,-33.080206,6.748674,5.435991,7.730093,1.312683,5,2.392628,32744.047948,13063.263514,68620.728714,1.546379,30,22.271432,15.375136,13.196954,16.639951,2.178182,5,3.033167,2117217.48509,1071536.826329,3837322.471829,1.510265,47,-5.109497,345.523476,295.591148,374.557487,49.932328,4,-0.00382
2023-02-26,"Salt, spices, herbs & other food products",1,13394.389614,24055.761814,1930403.678257,6.597144,15.550089,347.113885,30,52,48,12788.368568,5018.340986,24983.318243,1.540228,31,4.738846,6.925694,6.052307,7.900505,0.974811,2,-4.743924,32517.024048,16156.200314,62712.172757,1.535658,33,-26.021023,16.065448,13.982306,17.916104,2.083142,2,-3.207872,2188868.335317,1050261.979214,4193709.057043,1.561375,20,-11.808141,362.397477,321.858664,398.747708,40.538813,2,-4.217356
2023-02-26,"Sauces, condiments",1,11672.016686,25246.092571,2896299.3143,4.820475,8.951395,256.379937,40,49,11,12593.67805,4288.636657,21456.624529,1.516779,41,-7.318445,4.473602,3.711632,5.222324,0.76197,49,7.753773,33502.741175,15115.533986,55238.905843,1.58221,18,-24.644696,10.089916,8.254978,11.828158,1.834938,47,-11.283751,2148016.145105,947060.255171,4315431.860586,1.532234,33,34.836012,230.158111,205.475209,265.926866,35.768755,50,11.392962
2023-02-26,Sausages,1,15905.119729,37873.327471,1035167.4399,5.725119,12.980011,297.901029,22,27,65,13344.662926,3832.628086,27201.438386,1.607228,13,19.187122,5.788003,4.715575,6.510671,1.072428,17,-1.086461,33621.735921,13916.858086,62363.748586,1.587829,16,12.645366,13.298335,12.106069,15.403151,2.104816,15,-2.393716,2095709.802161,793123.6584,4271094.673657,1.494923,54,-50.605402,299.557447,275.380578,325.188544,25.631097,15,-0.552955
2023-02-26,Savoury snacks,1,16004.797229,52640.343986,3068150.668914,3.649796,6.894099,185.154249,21,4,5,12846.532806,7063.886343,21844.044943,1.547233,25,24.584567,3.339621,2.58064,4.050904,0.758981,64,9.287717,33476.663122,11357.258071,65889.419829,1.580978,19,57.244896,7.45286,6.130251,8.752257,1.322609,64,-7.497265,2282342.810717,1031315.860786,3812646.329171,1.628053,5,34.429879,180.658689,144.176833,209.683469,36.481856,64,2.488427
2023-02-26,"Seafood, dried, smoked or salted fish",1,17454.215329,39901.819786,2786775.148457,4.087808,9.165647,212.126292,15,20,15,12274.39721,4305.741571,22418.238743,1.478325,52,42.200183,3.950229,3.14511,4.825294,0.875065,57,3.482821,33863.323739,11089.616743,60468.155171,1.599239,14,17.831965,8.884144,7.337618,10.501336,1.617192,56,3.168595,2130176.753641,959719.347329,4435594.0167,1.519509,39,30.823658,206.099343,153.787164,239.03589,52.312179,56,2.924293
2023-02-26,Soft drinks (inc. ready to drink fruit drinks),1,11380.551757,23859.946071,2351428.777071,5.248823,12.118632,268.789087,42,53,29,13591.225178,6426.100471,23201.270057,1.636923,8,-16.265446,5.194632,4.55036,5.720569,0.644272,26,1.043221,30813.462987,14318.375043,62433.812286,1.455205,56,-22.56649,11.714133,10.103148,13.812527,2.098394,26,3.453084,2243043.607013,855724.170129,6296481.462257,1.60002,10,4.832058,271.515144,224.019201,311.589178,47.495943,26,-1.004017
2023-02-26,Stone fruits,1,10627.0488,18424.253286,2639635.824771,5.43058,12.607066,289.028689,49,59,19,12665.023467,5002.443614,22304.737686,1.525372,37,-16.091361,5.44831,4.60792,6.312773,0.864463,22,-0.325419,30340.224793,9091.973943,61274.302514,1.432856,62,-39.2745,12.541504,11.146478,14.202927,1.661423,21,0.522759,2332104.505029,1005786.732257,3758265.111771,1.663549,2,13.186858,279.06612,224.160827,303.352068,54.905293,22,3.569967
2023-02-26,Sugar,1,17294.869786,47490.155271,2333476.5686,4.766437,9.08106,240.646338,17,9,30,12484.303642,3688.315371,23355.257886,1.503606,46,38.532915,4.672525,3.116135,5.513314,1.55639,41,2.009884,31899.048463,13727.767486,79403.5358,1.506473,42,48.876401,10.50765,8.312539,12.511012,2.195111,41,-13.576677,2096072.806107,964596.372771,3916406.849614,1.495182,53,11.326122,244.495359,195.366336,277.376873,49.129023,40,-1.574272
2023-02-26,Tea,1,20120.985943,40404.063014,1832697.549886,4.59718,7.9757,200.686365,9,18,52,12802.213337,5914.087114,26184.369829,1.541895,30,57.168026,4.066189,3.169327,4.719933,0.896862,54,13.058701,30839.713101,12852.469329,69918.535614,1.456445,55,31.013096,9.002228,7.097398,10.857807,1.90483,54,-11.403044,2143185.723593,959616.629143,3844747.324143,1.528788,35,-14.487227,210.632249,185.316811,237.072786,26.440537,53,-4.721919
2023-02-26,Vegetable grown for their fruit,1,8149.2278,30263.067343,1744807.877357,4.990204,9.306368,229.857946,65,42,55,12353.527956,6093.219743,23590.142271,1.487856,49,-34.033194,4.516048,3.621669,5.379314,0.894379,47,10.499363,31685.149271,13107.403986,61028.243129,1.496372,45,-4.488165,9.931891,8.244473,11.890501,1.95861,49,-6.298123,2024351.279929,868981.4405,3871139.636114,1.444021,61,-13.809036,237.703345,205.284682,269.355079,32.418663,45,-3.3005
2023-02-26,Yoghurt,1,14796.373929,51062.337743,2016436.000143,6.088637,14.138253,334.581507,24,5,42,13626.652043,5074.854171,22128.408929,1.64119,6,8.584074,6.399267,5.480772,7.400156,1.000889,7,-4.854147,29969.790403,14333.928114,57960.970086,1.415362,64,70.379362,14.456418,12.625813,15.763203,1.830605,7,-2.200858,2021752.858738,1060666.664129,3951949.179186,1.442167,62,-0.262983,324.801998,273.692502,355.000186,51.109496,7,3.010914
2023-03-05,Apples,2,18963.195757,37926.211357,2523662.991457,6.620496,15.522364,359.727101,19,44,38,13515.047273,4743.4587,25344.524886,1.627749,9,40.311723,6.752653,5.855801,7.490089,0.896852,4,-1.957117,33887.966477,10084.909614,56661.248771,1.600403,13,11.916457,15.376166,12.529469,17.143777,2.846697,4,0.950812,2061872.285074,968245.460243,3338605.478743,1.470785,59,22.396669,345.253507,291.414781,383.295296,53.838726,5,4.192164
2023-03-05,Bacon and ham,2,20360.521529,28028.836971,1341653.011029,5.351062,12.653122,309.099447,13,56,64,12209.666901,6163.117929,21407.243457,1.470529,54,66.757387,5.577987,4.545504,6.41361,1.032483,19,-4.068221,30898.902441,12613.283514,52330.609071,1.45924,52,-9.288568,12.684706,9.9348,14.318058,2.749906,20,-0.248996,2124285.382443,913383.527343,3580712.955357,1.515306,44,-36.842148,287.688748,255.310755,313.731539,32.377993,20,7.442314
2023-03-05,"Baker's yeast, dessert preparations, soups",2,13750.788186,67555.436171,3480937.879629,5.778212,13.762409,317.462829,42,2,13,13039.043932,4633.437586,21920.901214,1.570419,19,5.458562,5.943002,4.944615,6.853949,0.998387,12,-2.772842,32266.720839,14999.979271,67555.436171,1.523837,36,109.36567,13.820434,12.162521,15.372274,1.657913,11,-0.41985,2245159.827976,1053797.882157,4177472.922071,1.601529,9,55.041874,305.447115,273.624847,353.451175,48.00406,13,3.933811
2023-03-05,Bananas,2,14585.4001,53603.819157,2498862.187071,4.124684,8.41514,237.25207,38,16,41,12988.5722,5904.824929,24614.541786,1.56434,20,12.294099,3.996318,2.41777,4.678881,1.578548,56,3.212118,31452.044168,10735.260129,61925.940129,1.485363,47,70.430319,8.915687,6.645052,10.565144,2.270635,55,-5.61423,2184982.225772,909648.377786,3959319.7042,1.558603,23,14.365332,210.497815,181.633714,237.25207,28.864101,54,12.709992
2023-03-05,Beef,2,11485.940886,42740.111171,3365051.837557,4.093182,7.652822,189.712882,54,35,16,13383.713145,6675.224971,23514.028914,1.611931,11,-14.179714,3.628955,2.936474,4.430322,0.801367,60,12.792293,30845.003169,10649.184686,54756.159643,1.456695,54,38.564133,8.239065,6.478582,9.904176,1.760483,59,-7.115404,2169457.746,1058183.935443,3748418.651843,1.547529,26,55.110273,194.410391,166.193391,224.419815,30.009424,59,-2.416285
2023-03-05,Berries,2,12548.214114,31264.913714,2861961.985843,5.698023,16.589809,302.527839,50,52,31,11306.801225,3653.770971,19714.012,1.361788,65,10.979347,6.132759,5.107,7.041903,1.025759,10,-7.088749,30629.219362,11929.234871,66919.795071,1.446504,58,2.075451,14.057573,10.955914,16.589809,3.101659,10,18.013322,2124903.863622,930136.940986,4104324.266914,1.515747,41,34.686657,314.352811,276.783533,349.168327,37.569278,10,-3.761688
2023-03-05,Bread,2,13738.285786,54084.453714,1976949.231171,4.127594,12.322911,218.573965,43,14,55,11864.103924,4021.134986,20059.015871,1.428909,62,15.797079,4.677216,3.906446,5.583612,0.906396,40,-11.751046,34656.606516,12215.677386,82486.947886,1.636703,6,56.058135,10.697717,8.499658,12.322911,2.198059,38,15.191969,2052536.52841,757047.436471,3739986.084271,1.464126,60,-3.682629,244.604529,218.573965,274.878854,30.274325,39,-10.641898
2023-03-05,"Buns, crispbread and biscuits",2,13987.994214,22223.1208,3428667.045957,5.811593,12.269105,291.1872,40,62,15,12676.389696,6499.283414,28543.580243,1.526741,36,10.34683,5.305066,4.650946,5.994581,0.689515,25,9.547984,36646.068576,12022.812629,66315.724914,1.730657,2,-39.357422,11.925465,9.97449,14.070433,2.144968,25,2.881567,2127641.068581,1057690.868186,5054125.786214,1.5177,40,61.148753,278.924666,236.920443,311.828691,42.004223,23,4.39636
2023-03-05,Butter,2,15859.818186,33275.710114,2239907.401086,4.640896,10.262729,250.425071,33,50,48,13675.211597,6596.975671,28513.641229,1.647039,4,15.974938,4.399032,3.359777,5.134338,1.039255,50,5.498113,31696.040649,17502.251757,71260.017429,1.496886,44,4.983807,9.868903,7.803711,11.609818,2.065192,50,3.990579,1918998.257109,643691.475786,3846117.709286,1.36887,65,16.722743,232.835078,190.33934,260.610379,42.495738,49,7.5547
2023-03-05,Cabbages,2,11473.328029,45113.791129,2729171.117214,4.94509,12.092387,287.861788,55,31,33,13249.354826,5177.797371,21846.766043,1.595749,15,-13.404629,5.332093,4.414778,6.270701,0.938608,24,-7.258003,30483.970033,9976.078786,77878.139114,1.439644,59,47.99185,12.108684,8.916389,13.669471,3.192295,24,-0.13459,2169835.944558,905649.2346,3995793.648843,1.547799,25,25.777763,275.082322,239.891929,298.864677,35.190393,25,4.645688
2023-03-05,Cakes and puddings,2,18033.946743,48728.421,2428679.928971,5.595819,10.920388,247.330829,25,21,43,13593.613671,6729.199471,22195.566929,1.637211,7,32.664847,4.85899,3.980296,5.84218,0.983191,35,15.164254,32480.287358,10798.728029,72098.706429,1.533923,34,50.024599,11.202302,8.919941,12.905222,2.282361,32,-2.516575,2191914.787119,882021.791329,3500798.3829,1.563548,18,10.801749,261.415696,228.925347,303.916579,42.500883,28,-5.387919
2023-03-05,Cheese and curd,2,10158.377457,68248.009443,2470062.810629,6.524772,13.83927,310.851517,58,1,42,12447.063365,5947.429214,28634.787157,1.499121,47,-18.387356,5.810911,5.060802,6.587271,0.77636,16,12.284833,34744.6015,7594.856114,71971.501386,1.640858,5,96.427665,12.985032,11.344415,15.07695,2.091918,18,6.578638,2140832.685462,950307.310957,3853094.627271,1.52711,36,15.378601,298.863063,265.148842,343.02049,44.157427,17,4.011353
2023-03-05,Chocolate,2,13759.587071,25395.816929,1801455.716143,6.286505,14.147739,316.467097,41,60,58,12297.427485,6210.776,23026.915343,1.481099,51,11.889963,6.291164,5.481542,7.137234,0.84607,8,-0.074054,34228.25229,11302.854757,80012.146571,1.616473,9,-25.804518,14.420913,11.09055,15.965644,3.330363,8,-1.894292,2117712.740304,1060116.860457,4000383.155286,1.510618,46,-14.933896,322.864134,279.859556,358.697699,43.004578,8,-1.98134
2023-03-05,Citrus fruits,2,16154.110743,54033.076986,1582486.672114,5.706015,13.682084,263.615034,30,15,62,12840.450703,5506.902971,22163.767571,1.5465,26,25.806415,5.527766,4.467632,6.215628,1.060134,21,3.224608,33133.984307,14403.665571,63571.4396,1.564795,27,63.074493,12.448357,10.939927,14.19359,1.745233,22,9.91076,2087276.569676,818523.634743,3879556.842757,1.488907,57,-24.18414,283.896612,231.252874,314.557207,52.643738,21,-7.144001
2023-03-05,Cocoa and powdered chocolate,2,7774.298714,37461.219971,4166863.936671,4.955766,10.848607,223.44621,63,46,4,12305.158345,5794.191286,22638.304043,1.48203,50,-36.820815,4.571904,3.674635,5.453838,0.897269,45,8.396107,34427.011064,12979.309271,66131.952843,1.62586,8,8.813454,10.358154,8.543747,12.20438,1.846226,43,4.734946,2261979.910663,1002221.044057,4166863.936671,1.613527,8,84.213127,238.426933,211.119828,263.931379,27.307105,43,-6.28315
2023-03-05,Coffee,2,18226.816714,54317.229786,2384044.625643,4.16053,11.570229,251.626471,24,13,44,13204.831786,7161.805486,22858.753071,1.590386,16,38.031419,4.514451,3.662141,5.662427,1.147976,48,-7.839734,33240.81329,13293.775686,62851.089043,1.56984,23,63.405237,10.340896,8.509483,11.702093,1.831413,45,11.888067,2205408.404411,1291267.070414,4377598.2603,1.573173,16,8.099916,235.418917,195.004199,264.84022,40.414718,47,6.884559
2023-03-05,Confectionery products,2,15890.5718,45734.982157,2123299.279829,5.910068,13.262459,268.544169,32,30,51,12203.148664,5865.043271,19330.567771,1.469744,55,30.216981,5.686799,5.019198,6.681901,0.995102,18,3.92609,35017.507242,20609.021857,74699.743071,1.653747,4,30.606048,13.056616,10.671742,15.090218,2.384874,17,1.576541,2276903.861705,728926.758071,3706789.064586,1.624173,6,-6.746204,298.486195,254.238003,331.974279,44.248192,18,-10.031294
